Script,Modelo,N_estratos,Rhat_max,ESS_bulk_min,ESS_tail_min,Divergencias,P_var,P_2021_geq_observado,Mediana_pred_2021,IRR_origen_med,IRR_CI_inf,IRR_CI_sup,IRR_P_gt_1,ELPD_LOO,SE_ELPD_LOO
10_nb_spline_agregado,NB + spline,32,1.0013133073823404,2939.2691438155844,3019.8815007792923,0,0.70925,0.06125,10,2.3717570289288026,1.418365398136714,3.9895727238543968,0.99875,-80.24091167999654,5.9467955429381565
