modelo,rhat_max,ess_bulk_min,ess_tail_min,divergencias,treedepth_max,treedepth_hits_max,ebfmi_min
primario_poisson,1.0007082381738515,3137.2569262858924,3767.4501780986934,0,5,0,0.9875994755009484
