parametro,IRR,IC95_inf,IC95_sup,p_valor
origenextranjera,2.4835624013807327,1.5950332809926882,3.6598880404443035,1.521442957091354e-5
anio_c,1.0411556807343305,1.010377525080208,1.0723453350716547,0.007849627313877592
origenextranjera:anio_c,1.0369861618271081,0.9490523775873945,1.141594664592759,0.4386994683721696
