ELPD_LOO,SE_ELPD,p_LOO,Pareto_k_max,estrato_Pareto_k_max,fuente_modelo
-82.87590514345328,9.659558686982995,8.402458977226413,0.6954499797722788,2021-nacional,fit_poisson_spline_principal.rds
